warning: fbcunn not found. Falling back to cunn	
Using 1-th gpu	
GPU memory 12884705280	
Loading ./data/ptb.train.txt, size of data = 929589	
Loading ./data/ptb.valid.txt, size of data = 73760	
Loading ./data/ptb.test.txt, size of data = 82430	
Network parameters:	
{
  weight_decay : 1e-07
  batch_size : 20
  dropout_x : 0.3
  max_max_epoch : 55
  vocab_size : 10000
  max_epoch : 10
  max_grad_norm : 10
  seq_length : 35
  dropout_o : 0.5
  dropout_h : 0.3
  rnn_size : 1250
  init_weight : 0.04
  dropout_i : 0.5
  layers : 2
  decay : 1.15
  lr : 1
}
Creating a RNN LSTM network.	
Starting training.	
epoch = 0.008, train perp. = 10348.171, wps = 1574, dw:norm() = 120.196, lr = 1.000, since beginning = 0 mins.	
epoch = 21.957, train perp. = 92.358, wps = 1562, dw:norm() = 11.352, lr = 0.215, since beginning = 218 mins.	
Validation set perplexity : 83.235	
epoch = 22.057, train perp. = 92.205, wps = 1560, dw:norm() = 12.110, lr = 0.187, since beginning = 219 mins.	
epoch = 22.157, train perp. = 92.036, wps = 1560, dw:norm() = 11.242, lr = 0.187, since beginning = 220 mins.	
epoch = 22.258, train perp. = 91.818, wps = 1560, dw:norm() = 11.216, lr = 0.187, since beginning = 221 mins.	
epoch = 22.358, train perp. = 91.506, wps = 1561, dw:norm() = 11.229, lr = 0.187, since beginning = 222 mins.	
epoch = 22.458, train perp. = 91.341, wps = 1561, dw:norm() = 11.135, lr = 0.187, since beginning = 223 mins.	
epoch = 22.558, train perp. = 91.015, wps = 1561, dw:norm() = 10.943, lr = 0.187, since beginning = 224 mins.	
epoch = 22.659, train perp. = 90.869, wps = 1561, dw:norm() = 11.296, lr = 0.187, since beginning = 225 mins.	
epoch = 22.759, train perp. = 90.727, wps = 1561, dw:norm() = 10.816, lr = 0.187, since beginning = 226 mins.	
epoch = 22.859, train perp. = 90.486, wps = 1561, dw:norm() = 11.239, lr = 0.187, since beginning = 227 mins.	
epoch = 22.959, train perp. = 90.179, wps = 1562, dw:norm() = 11.248, lr = 0.187, since beginning = 228 mins.	
Validation set perplexity : 82.656	
epoch = 23.060, train perp. = 89.887, wps = 1560, dw:norm() = 11.975, lr = 0.163, since beginning = 229 mins.	
epoch = 23.160, train perp. = 89.779, wps = 1560, dw:norm() = 10.692, lr = 0.163, since beginning = 230 mins.	
epoch = 23.260, train perp. = 89.584, wps = 1560, dw:norm() = 11.139, lr = 0.163, since beginning = 231 mins.	
epoch = 23.360, train perp. = 89.525, wps = 1561, dw:norm() = 11.032, lr = 0.163, since beginning = 232 mins.	
epoch = 23.460, train perp. = 89.415, wps = 1561, dw:norm() = 11.000, lr = 0.163, since beginning = 233 mins.	
epoch = 23.561, train perp. = 89.204, wps = 1561, dw:norm() = 10.988, lr = 0.163, since beginning = 234 mins.	
epoch = 23.661, train perp. = 89.022, wps = 1561, dw:norm() = 10.413, lr = 0.163, since beginning = 235 mins.	
epoch = 23.761, train perp. = 88.827, wps = 1561, dw:norm() = 10.901, lr = 0.163, since beginning = 236 mins.	
epoch = 23.861, train perp. = 88.720, wps = 1561, dw:norm() = 10.654, lr = 0.163, since beginning = 237 mins.	
epoch = 23.962, train perp. = 88.628, wps = 1562, dw:norm() = 10.987, lr = 0.163, since beginning = 237 mins.	
Validation set perplexity : 82.296	
epoch = 24.062, train perp. = 88.506, wps = 1560, dw:norm() = 10.874, lr = 0.141, since beginning = 239 mins.	
epoch = 24.162, train perp. = 88.266, wps = 1560, dw:norm() = 11.660, lr = 0.141, since beginning = 240 mins.	
epoch = 24.262, train perp. = 88.120, wps = 1560, dw:norm() = 11.542, lr = 0.141, since beginning = 241 mins.	
epoch = 24.362, train perp. = 87.887, wps = 1561, dw:norm() = 11.693, lr = 0.141, since beginning = 242 mins.	
epoch = 24.463, train perp. = 87.807, wps = 1561, dw:norm() = 11.177, lr = 0.141, since beginning = 243 mins.	
epoch = 24.563, train perp. = 87.667, wps = 1561, dw:norm() = 10.901, lr = 0.141, since beginning = 244 mins.	
epoch = 24.663, train perp. = 87.428, wps = 1561, dw:norm() = 10.432, lr = 0.141, since beginning = 245 mins.	
epoch = 24.763, train perp. = 87.299, wps = 1561, dw:norm() = 11.741, lr = 0.141, since beginning = 245 mins.	
epoch = 24.864, train perp. = 87.107, wps = 1561, dw:norm() = 11.547, lr = 0.141, since beginning = 246 mins.	
epoch = 24.964, train perp. = 86.886, wps = 1561, dw:norm() = 10.983, lr = 0.141, since beginning = 247 mins.	
Validation set perplexity : 81.886	
epoch = 25.064, train perp. = 86.726, wps = 1560, dw:norm() = 10.746, lr = 0.123, since beginning = 249 mins.	
epoch = 25.164, train perp. = 86.513, wps = 1560, dw:norm() = 11.035, lr = 0.123, since beginning = 250 mins.	
epoch = 25.265, train perp. = 86.398, wps = 1560, dw:norm() = 11.805, lr = 0.123, since beginning = 251 mins.	
epoch = 25.365, train perp. = 86.314, wps = 1561, dw:norm() = 11.475, lr = 0.123, since beginning = 252 mins.	
epoch = 25.465, train perp. = 86.085, wps = 1561, dw:norm() = 11.762, lr = 0.123, since beginning = 253 mins.	
epoch = 25.565, train perp. = 85.887, wps = 1561, dw:norm() = 11.997, lr = 0.123, since beginning = 253 mins.	
epoch = 25.665, train perp. = 85.816, wps = 1561, dw:norm() = 10.900, lr = 0.123, since beginning = 254 mins.	
epoch = 25.766, train perp. = 85.665, wps = 1561, dw:norm() = 10.765, lr = 0.123, since beginning = 255 mins.	
epoch = 25.866, train perp. = 85.516, wps = 1561, dw:norm() = 11.163, lr = 0.123, since beginning = 256 mins.	
epoch = 25.966, train perp. = 85.502, wps = 1561, dw:norm() = 11.613, lr = 0.123, since beginning = 257 mins.	
Validation set perplexity : 81.595	
epoch = 26.066, train perp. = 85.386, wps = 1560, dw:norm() = 11.694, lr = 0.107, since beginning = 259 mins.	
epoch = 26.167, train perp. = 85.360, wps = 1560, dw:norm() = 11.260, lr = 0.107, since beginning = 260 mins.	
epoch = 26.267, train perp. = 85.213, wps = 1560, dw:norm() = 11.903, lr = 0.107, since beginning = 261 mins.	
epoch = 26.367, train perp. = 85.025, wps = 1561, dw:norm() = 11.293, lr = 0.107, since beginning = 261 mins.	
epoch = 26.467, train perp. = 84.947, wps = 1561, dw:norm() = 10.877, lr = 0.107, since beginning = 262 mins.	
epoch = 26.567, train perp. = 84.939, wps = 1561, dw:norm() = 11.370, lr = 0.107, since beginning = 263 mins.	
epoch = 26.668, train perp. = 84.841, wps = 1561, dw:norm() = 10.773, lr = 0.107, since beginning = 264 mins.	
epoch = 26.768, train perp. = 84.688, wps = 1561, dw:norm() = 11.344, lr = 0.107, since beginning = 265 mins.	
epoch = 26.868, train perp. = 84.634, wps = 1561, dw:norm() = 11.479, lr = 0.107, since beginning = 266 mins.	
epoch = 26.968, train perp. = 84.437, wps = 1561, dw:norm() = 11.675, lr = 0.107, since beginning = 267 mins.	
Validation set perplexity : 81.195	
epoch = 27.069, train perp. = 84.290, wps = 1560, dw:norm() = 11.447, lr = 0.093, since beginning = 269 mins.	
epoch = 27.169, train perp. = 84.263, wps = 1560, dw:norm() = 10.634, lr = 0.093, since beginning = 269 mins.	
epoch = 27.269, train perp. = 84.186, wps = 1561, dw:norm() = 11.397, lr = 0.093, since beginning = 270 mins.	
epoch = 27.369, train perp. = 84.064, wps = 1561, dw:norm() = 11.491, lr = 0.093, since beginning = 271 mins.	
epoch = 27.469, train perp. = 83.825, wps = 1561, dw:norm() = 10.222, lr = 0.093, since beginning = 272 mins.	
epoch = 27.570, train perp. = 83.695, wps = 1561, dw:norm() = 11.863, lr = 0.093, since beginning = 273 mins.	
epoch = 27.670, train perp. = 83.629, wps = 1561, dw:norm() = 11.126, lr = 0.093, since beginning = 274 mins.	
epoch = 27.770, train perp. = 83.572, wps = 1561, dw:norm() = 11.699, lr = 0.093, since beginning = 275 mins.	
epoch = 27.870, train perp. = 83.399, wps = 1561, dw:norm() = 12.063, lr = 0.093, since beginning = 276 mins.	
epoch = 27.971, train perp. = 83.351, wps = 1561, dw:norm() = 11.494, lr = 0.093, since beginning = 277 mins.	
Validation set perplexity : 80.905	
epoch = 28.071, train perp. = 83.336, wps = 1560, dw:norm() = 11.156, lr = 0.081, since beginning = 278 mins.	
epoch = 28.171, train perp. = 83.220, wps = 1560, dw:norm() = 11.901, lr = 0.081, since beginning = 279 mins.	
epoch = 28.271, train perp. = 83.148, wps = 1561, dw:norm() = 11.478, lr = 0.081, since beginning = 280 mins.	
epoch = 28.372, train perp. = 83.138, wps = 1561, dw:norm() = 11.194, lr = 0.081, since beginning = 281 mins.	
epoch = 28.472, train perp. = 83.093, wps = 1561, dw:norm() = 11.414, lr = 0.081, since beginning = 282 mins.	
epoch = 28.572, train perp. = 83.057, wps = 1561, dw:norm() = 10.758, lr = 0.081, since beginning = 283 mins.	
epoch = 28.672, train perp. = 82.952, wps = 1561, dw:norm() = 11.157, lr = 0.081, since beginning = 284 mins.	
epoch = 28.772, train perp. = 82.898, wps = 1561, dw:norm() = 11.033, lr = 0.081, since beginning = 285 mins.	
epoch = 28.873, train perp. = 82.694, wps = 1561, dw:norm() = 11.946, lr = 0.081, since beginning = 286 mins.	
epoch = 28.973, train perp. = 82.621, wps = 1561, dw:norm() = 11.101, lr = 0.081, since beginning = 287 mins.	
Validation set perplexity : 80.735	
epoch = 29.073, train perp. = 82.504, wps = 1560, dw:norm() = 11.040, lr = 0.070, since beginning = 288 mins.	
epoch = 29.173, train perp. = 82.436, wps = 1560, dw:norm() = 11.256, lr = 0.070, since beginning = 289 mins.	
epoch = 29.274, train perp. = 82.343, wps = 1561, dw:norm() = 11.648, lr = 0.070, since beginning = 290 mins.	
epoch = 29.374, train perp. = 82.301, wps = 1561, dw:norm() = 11.527, lr = 0.070, since beginning = 291 mins.	
epoch = 29.474, train perp. = 82.241, wps = 1561, dw:norm() = 11.913, lr = 0.070, since beginning = 292 mins.	
epoch = 29.574, train perp. = 82.075, wps = 1561, dw:norm() = 11.651, lr = 0.070, since beginning = 293 mins.	
epoch = 29.674, train perp. = 82.037, wps = 1561, dw:norm() = 11.135, lr = 0.070, since beginning = 294 mins.	
epoch = 29.775, train perp. = 81.978, wps = 1561, dw:norm() = 11.487, lr = 0.070, since beginning = 295 mins.	
epoch = 29.875, train perp. = 82.029, wps = 1561, dw:norm() = 12.037, lr = 0.070, since beginning = 296 mins.	
epoch = 29.975, train perp. = 81.978, wps = 1561, dw:norm() = 11.345, lr = 0.070, since beginning = 297 mins.	
Validation set perplexity : 80.560	
epoch = 30.075, train perp. = 81.893, wps = 1560, dw:norm() = 11.316, lr = 0.061, since beginning = 298 mins.	
epoch = 30.176, train perp. = 81.795, wps = 1560, dw:norm() = 11.217, lr = 0.061, since beginning = 299 mins.	
epoch = 30.276, train perp. = 81.750, wps = 1561, dw:norm() = 11.797, lr = 0.061, since beginning = 300 mins.	
epoch = 30.376, train perp. = 81.575, wps = 1561, dw:norm() = 11.890, lr = 0.061, since beginning = 301 mins.	
epoch = 30.476, train perp. = 81.560, wps = 1561, dw:norm() = 11.527, lr = 0.061, since beginning = 302 mins.	
epoch = 30.576, train perp. = 81.582, wps = 1561, dw:norm() = 11.616, lr = 0.061, since beginning = 303 mins.	
epoch = 30.677, train perp. = 81.467, wps = 1561, dw:norm() = 11.048, lr = 0.061, since beginning = 304 mins.	
epoch = 30.777, train perp. = 81.393, wps = 1561, dw:norm() = 11.282, lr = 0.061, since beginning = 305 mins.	
epoch = 30.877, train perp. = 81.351, wps = 1561, dw:norm() = 11.409, lr = 0.061, since beginning = 306 mins.	
epoch = 30.977, train perp. = 81.237, wps = 1561, dw:norm() = 11.365, lr = 0.061, since beginning = 307 mins.	
Validation set perplexity : 80.392	
epoch = 31.078, train perp. = 81.166, wps = 1560, dw:norm() = 11.674, lr = 0.053, since beginning = 308 mins.	
epoch = 31.178, train perp. = 81.180, wps = 1561, dw:norm() = 11.970, lr = 0.053, since beginning = 309 mins.	
epoch = 31.278, train perp. = 81.059, wps = 1561, dw:norm() = 11.305, lr = 0.053, since beginning = 310 mins.	
epoch = 31.378, train perp. = 81.136, wps = 1561, dw:norm() = 11.602, lr = 0.053, since beginning = 311 mins.	
epoch = 31.479, train perp. = 81.079, wps = 1561, dw:norm() = 11.677, lr = 0.053, since beginning = 312 mins.	
epoch = 31.579, train perp. = 81.095, wps = 1561, dw:norm() = 11.126, lr = 0.053, since beginning = 313 mins.	
epoch = 31.679, train perp. = 81.104, wps = 1561, dw:norm() = 11.662, lr = 0.053, since beginning = 314 mins.	
epoch = 31.779, train perp. = 80.984, wps = 1561, dw:norm() = 10.808, lr = 0.053, since beginning = 315 mins.	
epoch = 31.879, train perp. = 80.862, wps = 1561, dw:norm() = 11.587, lr = 0.053, since beginning = 316 mins.	
epoch = 31.980, train perp. = 80.865, wps = 1561, dw:norm() = 11.193, lr = 0.053, since beginning = 317 mins.	
Validation set perplexity : 80.126	
epoch = 32.080, train perp. = 80.715, wps = 1560, dw:norm() = 11.296, lr = 0.046, since beginning = 318 mins.	
epoch = 32.180, train perp. = 80.486, wps = 1561, dw:norm() = 10.977, lr = 0.046, since beginning = 319 mins.	
epoch = 32.280, train perp. = 80.506, wps = 1561, dw:norm() = 11.594, lr = 0.046, since beginning = 320 mins.	
epoch = 32.381, train perp. = 80.412, wps = 1561, dw:norm() = 10.712, lr = 0.046, since beginning = 321 mins.	
epoch = 32.481, train perp. = 80.443, wps = 1561, dw:norm() = 12.063, lr = 0.046, since beginning = 322 mins.	
epoch = 32.581, train perp. = 80.276, wps = 1561, dw:norm() = 11.286, lr = 0.046, since beginning = 323 mins.	
epoch = 32.681, train perp. = 80.170, wps = 1561, dw:norm() = 11.008, lr = 0.046, since beginning = 324 mins.	
epoch = 32.781, train perp. = 80.152, wps = 1561, dw:norm() = 11.627, lr = 0.046, since beginning = 325 mins.	
epoch = 32.882, train perp. = 80.073, wps = 1561, dw:norm() = 11.688, lr = 0.046, since beginning = 326 mins.	
epoch = 32.982, train perp. = 79.984, wps = 1561, dw:norm() = 11.306, lr = 0.046, since beginning = 327 mins.	
Validation set perplexity : 79.963	
epoch = 33.082, train perp. = 80.021, wps = 1560, dw:norm() = 11.660, lr = 0.040, since beginning = 328 mins.	
epoch = 33.182, train perp. = 80.183, wps = 1561, dw:norm() = 11.036, lr = 0.040, since beginning = 329 mins.	
epoch = 33.283, train perp. = 80.173, wps = 1561, dw:norm() = 11.903, lr = 0.040, since beginning = 330 mins.	
epoch = 33.383, train perp. = 80.078, wps = 1561, dw:norm() = 11.814, lr = 0.040, since beginning = 331 mins.	
epoch = 33.483, train perp. = 79.889, wps = 1561, dw:norm() = 11.618, lr = 0.040, since beginning = 332 mins.	
epoch = 33.583, train perp. = 79.859, wps = 1561, dw:norm() = 11.914, lr = 0.040, since beginning = 333 mins.	
epoch = 33.683, train perp. = 79.764, wps = 1561, dw:norm() = 11.443, lr = 0.040, since beginning = 334 mins.	
epoch = 33.784, train perp. = 79.728, wps = 1561, dw:norm() = 10.825, lr = 0.040, since beginning = 335 mins.	
epoch = 33.884, train perp. = 79.652, wps = 1561, dw:norm() = 12.238, lr = 0.040, since beginning = 336 mins.	
epoch = 33.984, train perp. = 79.663, wps = 1561, dw:norm() = 11.476, lr = 0.040, since beginning = 337 mins.	
Validation set perplexity : 79.933	
epoch = 34.084, train perp. = 79.619, wps = 1560, dw:norm() = 11.254, lr = 0.035, since beginning = 338 mins.	
epoch = 34.185, train perp. = 79.423, wps = 1561, dw:norm() = 11.316, lr = 0.035, since beginning = 339 mins.	
epoch = 34.285, train perp. = 79.362, wps = 1561, dw:norm() = 11.505, lr = 0.035, since beginning = 340 mins.	
epoch = 34.385, train perp. = 79.252, wps = 1561, dw:norm() = 11.601, lr = 0.035, since beginning = 341 mins.	
epoch = 34.485, train perp. = 79.276, wps = 1561, dw:norm() = 12.197, lr = 0.035, since beginning = 342 mins.	
epoch = 34.586, train perp. = 79.225, wps = 1561, dw:norm() = 11.852, lr = 0.035, since beginning = 343 mins.	
epoch = 34.686, train perp. = 79.222, wps = 1561, dw:norm() = 11.348, lr = 0.035, since beginning = 344 mins.	
epoch = 34.786, train perp. = 79.141, wps = 1561, dw:norm() = 11.203, lr = 0.035, since beginning = 345 mins.	
epoch = 34.886, train perp. = 79.205, wps = 1561, dw:norm() = 11.499, lr = 0.035, since beginning = 346 mins.	
epoch = 34.986, train perp. = 79.175, wps = 1561, dw:norm() = 12.006, lr = 0.035, since beginning = 347 mins.	
Validation set perplexity : 79.737	
epoch = 35.087, train perp. = 79.121, wps = 1561, dw:norm() = 11.731, lr = 0.030, since beginning = 348 mins.	
epoch = 35.187, train perp. = 79.097, wps = 1561, dw:norm() = 10.920, lr = 0.030, since beginning = 349 mins.	
epoch = 35.287, train perp. = 79.047, wps = 1561, dw:norm() = 11.085, lr = 0.030, since beginning = 350 mins.	
epoch = 35.387, train perp. = 79.059, wps = 1561, dw:norm() = 11.056, lr = 0.030, since beginning = 351 mins.	
epoch = 35.488, train perp. = 78.994, wps = 1561, dw:norm() = 12.026, lr = 0.030, since beginning = 352 mins.	
epoch = 35.588, train perp. = 78.991, wps = 1561, dw:norm() = 11.808, lr = 0.030, since beginning = 353 mins.	
epoch = 35.688, train perp. = 79.025, wps = 1561, dw:norm() = 11.518, lr = 0.030, since beginning = 354 mins.	
epoch = 35.788, train perp. = 78.918, wps = 1561, dw:norm() = 11.787, lr = 0.030, since beginning = 355 mins.	
epoch = 35.888, train perp. = 78.817, wps = 1561, dw:norm() = 11.720, lr = 0.030, since beginning = 356 mins.	
epoch = 35.989, train perp. = 78.631, wps = 1561, dw:norm() = 11.753, lr = 0.030, since beginning = 357 mins.	
Validation set perplexity : 79.751	
epoch = 36.089, train perp. = 78.611, wps = 1561, dw:norm() = 11.876, lr = 0.026, since beginning = 358 mins.	
epoch = 36.189, train perp. = 78.543, wps = 1561, dw:norm() = 11.597, lr = 0.026, since beginning = 359 mins.	
epoch = 36.289, train perp. = 78.431, wps = 1561, dw:norm() = 11.376, lr = 0.026, since beginning = 360 mins.	
epoch = 36.390, train perp. = 78.419, wps = 1561, dw:norm() = 11.368, lr = 0.026, since beginning = 361 mins.	
epoch = 36.490, train perp. = 78.351, wps = 1561, dw:norm() = 12.051, lr = 0.026, since beginning = 362 mins.	
epoch = 36.590, train perp. = 78.326, wps = 1561, dw:norm() = 11.629, lr = 0.026, since beginning = 363 mins.	
epoch = 36.690, train perp. = 78.269, wps = 1561, dw:norm() = 11.662, lr = 0.026, since beginning = 364 mins.	
epoch = 36.791, train perp. = 78.325, wps = 1561, dw:norm() = 11.684, lr = 0.026, since beginning = 365 mins.	
epoch = 36.891, train perp. = 78.378, wps = 1561, dw:norm() = 11.708, lr = 0.026, since beginning = 366 mins.	
epoch = 36.991, train perp. = 78.435, wps = 1561, dw:norm() = 11.858, lr = 0.026, since beginning = 367 mins.	
Validation set perplexity : 79.624	
epoch = 37.091, train perp. = 78.444, wps = 1561, dw:norm() = 11.958, lr = 0.023, since beginning = 368 mins.	
epoch = 37.191, train perp. = 78.464, wps = 1561, dw:norm() = 11.621, lr = 0.023, since beginning = 369 mins.	
epoch = 37.292, train perp. = 78.552, wps = 1561, dw:norm() = 11.575, lr = 0.023, since beginning = 370 mins.	
epoch = 37.392, train perp. = 78.568, wps = 1561, dw:norm() = 11.684, lr = 0.023, since beginning = 371 mins.	
epoch = 37.492, train perp. = 78.503, wps = 1561, dw:norm() = 11.786, lr = 0.023, since beginning = 372 mins.	
epoch = 37.592, train perp. = 78.375, wps = 1561, dw:norm() = 11.785, lr = 0.023, since beginning = 373 mins.	
epoch = 37.693, train perp. = 78.294, wps = 1561, dw:norm() = 11.221, lr = 0.023, since beginning = 374 mins.	
epoch = 37.793, train perp. = 78.356, wps = 1561, dw:norm() = 11.224, lr = 0.023, since beginning = 375 mins.	
epoch = 37.893, train perp. = 78.290, wps = 1561, dw:norm() = 12.085, lr = 0.023, since beginning = 376 mins.	
epoch = 37.993, train perp. = 78.205, wps = 1561, dw:norm() = 11.246, lr = 0.023, since beginning = 377 mins.	
Validation set perplexity : 79.558	
epoch = 38.093, train perp. = 78.166, wps = 1561, dw:norm() = 12.432, lr = 0.020, since beginning = 378 mins.	
epoch = 38.194, train perp. = 78.095, wps = 1561, dw:norm() = 11.447, lr = 0.020, since beginning = 379 mins.	
epoch = 38.294, train perp. = 78.013, wps = 1561, dw:norm() = 11.561, lr = 0.020, since beginning = 380 mins.	
epoch = 38.394, train perp. = 77.923, wps = 1561, dw:norm() = 10.975, lr = 0.020, since beginning = 381 mins.	
epoch = 38.494, train perp. = 77.942, wps = 1561, dw:norm() = 11.835, lr = 0.020, since beginning = 382 mins.	
epoch = 38.595, train perp. = 77.972, wps = 1561, dw:norm() = 11.339, lr = 0.020, since beginning = 383 mins.	
epoch = 38.695, train perp. = 77.927, wps = 1561, dw:norm() = 11.629, lr = 0.020, since beginning = 384 mins.	
epoch = 38.795, train perp. = 77.872, wps = 1561, dw:norm() = 12.250, lr = 0.020, since beginning = 385 mins.	
epoch = 38.895, train perp. = 77.865, wps = 1561, dw:norm() = 11.791, lr = 0.020, since beginning = 386 mins.	
epoch = 38.995, train perp. = 77.958, wps = 1562, dw:norm() = 11.348, lr = 0.020, since beginning = 387 mins.	
Validation set perplexity : 79.472	
epoch = 39.096, train perp. = 77.930, wps = 1561, dw:norm() = 12.135, lr = 0.017, since beginning = 388 mins.	
epoch = 39.196, train perp. = 77.996, wps = 1561, dw:norm() = 11.546, lr = 0.017, since beginning = 389 mins.	
epoch = 39.296, train perp. = 77.900, wps = 1561, dw:norm() = 11.505, lr = 0.017, since beginning = 390 mins.	
epoch = 39.396, train perp. = 77.930, wps = 1561, dw:norm() = 11.550, lr = 0.017, since beginning = 391 mins.	
epoch = 39.497, train perp. = 77.971, wps = 1561, dw:norm() = 11.687, lr = 0.017, since beginning = 392 mins.	
epoch = 39.597, train perp. = 77.969, wps = 1561, dw:norm() = 11.697, lr = 0.017, since beginning = 393 mins.	
epoch = 39.697, train perp. = 77.946, wps = 1561, dw:norm() = 10.688, lr = 0.017, since beginning = 394 mins.	
epoch = 39.797, train perp. = 77.904, wps = 1561, dw:norm() = 11.475, lr = 0.017, since beginning = 394 mins.	
epoch = 39.898, train perp. = 77.906, wps = 1561, dw:norm() = 11.909, lr = 0.017, since beginning = 395 mins.	
epoch = 39.998, train perp. = 77.845, wps = 1561, dw:norm() = 11.311, lr = 0.017, since beginning = 396 mins.	
Validation set perplexity : 79.452	
epoch = 40.098, train perp. = 77.811, wps = 1561, dw:norm() = 12.344, lr = 0.015, since beginning = 398 mins.	
epoch = 40.198, train perp. = 77.768, wps = 1561, dw:norm() = 11.763, lr = 0.015, since beginning = 399 mins.	
epoch = 40.298, train perp. = 77.851, wps = 1561, dw:norm() = 11.320, lr = 0.015, since beginning = 400 mins.	
epoch = 40.399, train perp. = 77.868, wps = 1561, dw:norm() = 11.459, lr = 0.015, since beginning = 401 mins.	
epoch = 40.499, train perp. = 77.872, wps = 1561, dw:norm() = 11.429, lr = 0.015, since beginning = 402 mins.	
epoch = 40.599, train perp. = 77.938, wps = 1561, dw:norm() = 11.338, lr = 0.015, since beginning = 402 mins.	
epoch = 40.699, train perp. = 77.915, wps = 1561, dw:norm() = 11.550, lr = 0.015, since beginning = 403 mins.	
epoch = 40.800, train perp. = 77.833, wps = 1561, dw:norm() = 12.168, lr = 0.015, since beginning = 404 mins.	
epoch = 40.900, train perp. = 77.782, wps = 1561, dw:norm() = 11.452, lr = 0.015, since beginning = 405 mins.	
epoch = 41.000, train perp. = 77.741, wps = 1562, dw:norm() = 11.833, lr = 0.015, since beginning = 406 mins.	
Validation set perplexity : 79.350	
epoch = 41.100, train perp. = 77.819, wps = 1561, dw:norm() = 12.085, lr = 0.013, since beginning = 408 mins.	
epoch = 41.200, train perp. = 77.829, wps = 1561, dw:norm() = 11.681, lr = 0.013, since beginning = 409 mins.	
epoch = 41.301, train perp. = 77.790, wps = 1561, dw:norm() = 11.946, lr = 0.013, since beginning = 410 mins.	
epoch = 41.401, train perp. = 77.791, wps = 1561, dw:norm() = 12.231, lr = 0.013, since beginning = 410 mins.	
epoch = 41.501, train perp. = 77.788, wps = 1561, dw:norm() = 12.572, lr = 0.013, since beginning = 411 mins.	
epoch = 41.601, train perp. = 77.776, wps = 1561, dw:norm() = 12.108, lr = 0.013, since beginning = 412 mins.	
epoch = 41.702, train perp. = 77.759, wps = 1561, dw:norm() = 11.510, lr = 0.013, since beginning = 413 mins.	
epoch = 41.802, train perp. = 77.871, wps = 1561, dw:norm() = 11.750, lr = 0.013, since beginning = 414 mins.	
epoch = 41.902, train perp. = 77.903, wps = 1561, dw:norm() = 11.779, lr = 0.013, since beginning = 415 mins.	
Validation set perplexity : 79.312	
epoch = 42.002, train perp. = 77.986, wps = 1561, dw:norm() = 11.575, lr = 0.011, since beginning = 417 mins.	
epoch = 42.102, train perp. = 78.014, wps = 1561, dw:norm() = 12.059, lr = 0.011, since beginning = 418 mins.	
epoch = 42.203, train perp. = 78.091, wps = 1561, dw:norm() = 11.771, lr = 0.011, since beginning = 418 mins.	
epoch = 42.303, train perp. = 78.097, wps = 1561, dw:norm() = 11.255, lr = 0.011, since beginning = 419 mins.	
epoch = 42.403, train perp. = 77.971, wps = 1561, dw:norm() = 11.609, lr = 0.011, since beginning = 420 mins.	
epoch = 42.503, train perp. = 77.923, wps = 1561, dw:norm() = 11.764, lr = 0.011, since beginning = 421 mins.	
epoch = 42.604, train perp. = 77.819, wps = 1561, dw:norm() = 12.025, lr = 0.011, since beginning = 422 mins.	
epoch = 42.704, train perp. = 77.813, wps = 1561, dw:norm() = 11.082, lr = 0.011, since beginning = 423 mins.	
epoch = 42.804, train perp. = 77.728, wps = 1561, dw:norm() = 11.658, lr = 0.011, since beginning = 424 mins.	
epoch = 42.904, train perp. = 77.668, wps = 1561, dw:norm() = 11.522, lr = 0.011, since beginning = 425 mins.	
Validation set perplexity : 79.303	
epoch = 43.005, train perp. = 77.513, wps = 1561, dw:norm() = 12.016, lr = 0.010, since beginning = 426 mins.	
epoch = 43.105, train perp. = 77.388, wps = 1561, dw:norm() = 11.810, lr = 0.010, since beginning = 427 mins.	
epoch = 43.205, train perp. = 77.288, wps = 1561, dw:norm() = 11.928, lr = 0.010, since beginning = 428 mins.	
epoch = 43.305, train perp. = 77.236, wps = 1561, dw:norm() = 11.319, lr = 0.010, since beginning = 429 mins.	
epoch = 43.405, train perp. = 77.258, wps = 1561, dw:norm() = 11.997, lr = 0.010, since beginning = 430 mins.	
epoch = 43.506, train perp. = 77.210, wps = 1561, dw:norm() = 12.223, lr = 0.010, since beginning = 431 mins.	
epoch = 43.606, train perp. = 77.252, wps = 1561, dw:norm() = 11.184, lr = 0.010, since beginning = 432 mins.	
epoch = 43.706, train perp. = 77.249, wps = 1561, dw:norm() = 10.856, lr = 0.010, since beginning = 433 mins.	
epoch = 43.806, train perp. = 77.262, wps = 1561, dw:norm() = 12.238, lr = 0.010, since beginning = 434 mins.	
epoch = 43.907, train perp. = 77.306, wps = 1561, dw:norm() = 11.715, lr = 0.010, since beginning = 435 mins.	
Validation set perplexity : 79.289	
epoch = 44.007, train perp. = 77.337, wps = 1561, dw:norm() = 11.686, lr = 0.009, since beginning = 436 mins.	
epoch = 44.107, train perp. = 77.382, wps = 1561, dw:norm() = 12.302, lr = 0.009, since beginning = 437 mins.	
epoch = 44.207, train perp. = 77.393, wps = 1561, dw:norm() = 11.456, lr = 0.009, since beginning = 438 mins.	
epoch = 44.307, train perp. = 77.391, wps = 1561, dw:norm() = 11.529, lr = 0.009, since beginning = 439 mins.	
